cohorte,tramo_plazo,edad,tasa_acum_pct
2000,unknown,42,15.7895
2000,unknown,45,15.7895
2000,unknown,48,18.4211
2000,unknown,51,36.8421
2000,unknown,54,36.8421
2000,unknown,57,36.8421
2000,unknown,60,36.8421
2000,unknown,63,39.4737
2000,unknown,66,42.1053
2000,unknown,69,42.1053
2000,unknown,72,44.7368
2000,unknown,75,47.3684
2000,unknown,78,47.3684
2000,unknown,81,47.3684
2000,unknown,84,47.3684
2000,unknown,87,47.3684
2000,unknown,90,47.3684
2000,unknown,93,50.0
2000,unknown,96,50.0
2000,unknown,99,52.6316
2000,unknown,102,52.6316
2000,unknown,105,55.2632
2000,unknown,108,55.2632
2000,unknown,111,55.2632
2000,unknown,114,55.2632
2000,unknown,117,55.2632
2000,unknown,120,60.5263
2001,01 <= 7a,0,0.0
2001,01 <= 7a,3,0.0
2001,01 <= 7a,6,0.0
2001,01 <= 7a,9,0.0
2001,01 <= 7a,12,0.0564
2001,01 <= 7a,15,0.1552
2001,01 <= 7a,18,0.4327
2001,01 <= 7a,21,0.8749
2001,01 <= 7a,24,1.4017
2001,01 <= 7a,27,1.9897
2001,01 <= 7a,30,2.6388
2001,01 <= 7a,33,3.2173
2001,01 <= 7a,36,3.7912
2001,01 <= 7a,39,4.2521
2001,01 <= 7a,42,4.5296
2001,01 <= 7a,45,4.8448
2001,01 <= 7a,48,5.174
2001,01 <= 7a,51,5.5221
2001,01 <= 7a,54,5.9548
2001,01 <= 7a,57,6.7639
2001,01 <= 7a,60,8.1326
2001,01 <= 7a,63,9.6378
2001,01 <= 7a,66,11.0771
2001,01 <= 7a,69,12.0085
2001,01 <= 7a,72,12.4882
2001,01 <= 7a,75,12.8457
2001,01 <= 7a,78,13.1656
2001,01 <= 7a,81,13.5842
2001,01 <= 7a,84,14.0405
2001,01 <= 7a,87,14.5296
2001,01 <= 7a,90,14.9859
2001,01 <= 7a,93,15.3104
2001,01 <= 7a,96,15.5221
2001,01 <= 7a,99,15.6679
2001,01 <= 7a,102,15.8467
2001,01 <= 7a,105,16.0771
2001,01 <= 7a,108,16.27
2001,01 <= 7a,111,16.5005
2001,01 <= 7a,114,16.6416
2001,01 <= 7a,117,16.8203
2001,01 <= 7a,120,16.9614
2001,02 7-10a,0,0.0
2001,02 7-10a,3,0.0
2001,02 7-10a,6,0.0
2001,02 7-10a,9,0.0
2001,02 7-10a,12,0.0146
2001,02 7-10a,15,0.0584
2001,02 7-10a,18,0.2189
2001,02 7-10a,21,0.5108
2001,02 7-10a,24,0.9924
2001,02 7-10a,27,1.5908
2001,02 7-10a,30,2.2183
2001,02 7-10a,33,2.6708
2001,02 7-10a,36,3.167
2001,02 7-10a,39,3.4151
2001,02 7-10a,42,3.6048
2001,02 7-10a,45,3.6632
2001,02 7-10a,48,3.7215
2001,02 7-10a,51,3.8237
2001,02 7-10a,54,3.9842
2001,02 7-10a,57,4.4367
2001,02 7-10a,60,5.0496
2001,02 7-10a,63,5.7064
2001,02 7-10a,66,6.1734
2001,02 7-10a,69,6.4799
2001,02 7-10a,72,6.7134
2001,02 7-10a,75,6.8447
2001,02 7-10a,78,6.9907
2001,02 7-10a,81,7.1804
2001,02 7-10a,84,7.4723
2001,02 7-10a,87,7.735
2001,02 7-10a,90,7.9685
2001,02 7-10a,93,8.2458
2001,02 7-10a,96,8.4355
2001,02 7-10a,99,8.4939
2001,02 7-10a,102,8.5668
2001,02 7-10a,105,8.669
2001,02 7-10a,108,8.742
2001,02 7-10a,111,8.8149
2001,02 7-10a,114,8.9171
2001,02 7-10a,117,8.9609
2001,02 7-10a,120,8.9901
2001,03 10-20a,0,0.0
2001,03 10-20a,3,0.0
2001,03 10-20a,6,0.0
2001,03 10-20a,9,0.0
2001,03 10-20a,12,0.0208
2001,03 10-20a,15,0.0208
2001,03 10-20a,18,0.0416
2001,03 10-20a,21,0.1249
2001,03 10-20a,24,0.3331
2001,03 10-20a,27,0.4163
2001,03 10-20a,30,0.562
2001,03 10-20a,33,0.6869
2001,03 10-20a,36,0.791
2001,03 10-20a,39,0.9159
2001,03 10-20a,42,0.9784
2001,03 10-20a,45,1.02
2001,03 10-20a,48,1.1241
2001,03 10-20a,51,1.2073
2001,03 10-20a,54,1.2698
2001,03 10-20a,57,1.7069
2001,03 10-20a,60,2.1232
2001,03 10-20a,63,2.7269
2001,03 10-20a,66,3.5595
2001,03 10-20a,69,4.0799
2001,03 10-20a,72,4.2881
2001,03 10-20a,75,4.6211
2001,03 10-20a,78,4.7877
2001,03 10-20a,81,4.9958
2001,03 10-20a,84,5.3081
2001,03 10-20a,87,5.7868
2001,03 10-20a,90,6.3072
2001,03 10-20a,93,6.7444
2001,03 10-20a,96,6.9109
2001,03 10-20a,99,7.1815
2001,03 10-20a,102,7.4105
2001,03 10-20a,105,7.5354
2001,03 10-20a,108,7.6187
2001,03 10-20a,111,7.7227
2001,03 10-20a,114,7.8684
2001,03 10-20a,117,7.9309
2001,03 10-20a,120,8.0766
2001,04 > 20a,0,0.0
2001,04 > 20a,3,0.0
2001,04 > 20a,6,0.0
2001,04 > 20a,9,0.0
2001,04 > 20a,12,0.0
2001,04 > 20a,15,0.0
2001,04 > 20a,18,0.0229
2001,04 > 20a,21,0.0915
2001,04 > 20a,24,0.2517
2001,04 > 20a,27,0.389
2001,04 > 20a,30,0.4577
2001,04 > 20a,33,0.6178
2001,04 > 20a,36,0.7323
2001,04 > 20a,39,0.778
2001,04 > 20a,42,0.8009
2001,04 > 20a,45,0.8009
2001,04 > 20a,48,0.8009
2001,04 > 20a,51,0.8696
2001,04 > 20a,54,0.8924
2001,04 > 20a,57,1.0755
2001,04 > 20a,60,1.3272
2001,04 > 20a,63,1.5332
2001,04 > 20a,66,1.7391
2001,04 > 20a,69,2.0595
2001,04 > 20a,72,2.151
2001,04 > 20a,75,2.2426
2001,04 > 20a,78,2.2426
2001,04 > 20a,81,2.2883
2001,04 > 20a,84,2.3799
2001,04 > 20a,87,2.4943
2001,04 > 20a,90,2.5629
2001,04 > 20a,93,2.6545
2001,04 > 20a,96,2.7002
2001,04 > 20a,99,2.7231
2001,04 > 20a,102,2.7689
2001,04 > 20a,105,2.8146
2001,04 > 20a,108,2.8375
2001,04 > 20a,111,2.9291
2001,04 > 20a,114,2.9748
2001,04 > 20a,117,2.9977
2001,04 > 20a,120,3.0435
2001,unknown,0,0.0
2001,unknown,3,0.0
2001,unknown,6,0.0
2001,unknown,9,0.0
2001,unknown,12,0.0
2001,unknown,15,2.7027
2001,unknown,18,5.4054
2001,unknown,21,5.4054
2001,unknown,24,5.4054
2001,unknown,27,8.1081
2001,unknown,30,10.8108
2001,unknown,33,13.5135
2001,unknown,36,13.5135
2001,unknown,39,13.5135
2001,unknown,42,13.5135
2001,unknown,45,13.5135
2001,unknown,48,13.5135
2001,unknown,51,18.9189
2001,unknown,54,18.9189
2001,unknown,57,24.3243
2001,unknown,60,24.3243
2001,unknown,63,27.027
2001,unknown,66,32.4324
2001,unknown,69,35.1351
2001,unknown,72,35.1351
2001,unknown,75,37.8378
2001,unknown,78,37.8378
2001,unknown,81,37.8378
2001,unknown,84,37.8378
2001,unknown,87,40.5405
2001,unknown,90,40.5405
2001,unknown,93,45.9459
2001,unknown,96,51.3514
2001,unknown,99,51.3514
2001,unknown,102,51.3514
2001,unknown,105,51.3514
2001,unknown,108,51.3514
2001,unknown,111,54.0541
2001,unknown,114,54.0541
2001,unknown,117,54.0541
2001,unknown,120,54.0541
2002,01 <= 7a,0,0.0
2002,01 <= 7a,3,0.0
2002,01 <= 7a,6,0.0076
2002,01 <= 7a,9,0.0228
2002,01 <= 7a,12,0.1025
2002,01 <= 7a,15,0.2543
2002,01 <= 7a,18,0.5201
2002,01 <= 7a,21,0.8162
2002,01 <= 7a,24,1.173
2002,01 <= 7a,27,1.4501
2002,01 <= 7a,30,1.7272
2002,01 <= 7a,33,1.9664
2002,01 <= 7a,36,2.3118
2002,01 <= 7a,39,2.7028
2002,01 <= 7a,42,3.2077
2002,01 <= 7a,45,3.9821
2002,01 <= 7a,48,5.0754
2002,01 <= 7a,51,6.3281
2002,01 <= 7a,54,7.5732
2002,01 <= 7a,57,8.4615
2002,01 <= 7a,60,9.084
2002,01 <= 7a,63,9.5319
2002,01 <= 7a,66,9.9229
2002,01 <= 7a,69,10.3747
2002,01 <= 7a,72,10.9213
2002,01 <= 7a,75,11.4793
2002,01 <= 7a,78,11.95
2002,01 <= 7a,81,12.5005
2002,01 <= 7a,84,12.8307
2002,01 <= 7a,87,13.1192
2002,01 <= 7a,90,13.4571
2002,01 <= 7a,93,13.8063
2002,01 <= 7a,96,14.1821
2002,01 <= 7a,99,14.5579
2002,01 <= 7a,102,14.8085
2002,01 <= 7a,105,15.0476
2002,01 <= 7a,108,15.2109
2002,01 <= 7a,111,15.3741
2002,01 <= 7a,114,15.4956
2002,01 <= 7a,117,15.6171
2002,01 <= 7a,120,15.7157
2002,02 7-10a,0,0.0
2002,02 7-10a,3,0.0
2002,02 7-10a,6,0.0
2002,02 7-10a,9,0.0
2002,02 7-10a,12,0.0394
2002,02 7-10a,15,0.0919
2002,02 7-10a,18,0.2889
2002,02 7-10a,21,0.407
2002,02 7-10a,24,0.5777
2002,02 7-10a,27,0.6171
2002,02 7-10a,30,0.6959
2002,02 7-10a,33,0.7616
2002,02 7-10a,36,0.8666
2002,02 7-10a,39,0.9848
2002,02 7-10a,42,1.208
2002,02 7-10a,45,1.6807
2002,02 7-10a,48,2.5604
2002,02 7-10a,51,3.3351
2002,02 7-10a,54,3.9916
2002,02 7-10a,57,4.4905
2002,02 7-10a,60,4.7532
2002,02 7-10a,63,4.937
2002,02 7-10a,66,5.042
2002,02 7-10a,69,5.1996
2002,02 7-10a,72,5.541
2002,02 7-10a,75,5.7511
2002,02 7-10a,78,6.1056
2002,02 7-10a,81,6.4076
2002,02 7-10a,84,6.552
2002,02 7-10a,87,6.6964
2002,02 7-10a,90,6.8015
2002,02 7-10a,93,6.8803
2002,02 7-10a,96,7.0247
2002,02 7-10a,99,7.0903
2002,02 7-10a,102,7.1822
2002,02 7-10a,105,7.2348
2002,02 7-10a,108,7.3004
2002,02 7-10a,111,7.3398
2002,02 7-10a,114,7.4055
2002,02 7-10a,117,7.458
2002,02 7-10a,120,7.4974
2002,03 10-20a,0,0.0
2002,03 10-20a,3,0.0
2002,03 10-20a,6,0.0
2002,03 10-20a,9,0.0
2002,03 10-20a,12,0.0
2002,03 10-20a,15,0.0
2002,03 10-20a,18,0.0175
2002,03 10-20a,21,0.0175
2002,03 10-20a,24,0.0175
2002,03 10-20a,27,0.0526
2002,03 10-20a,30,0.0526
2002,03 10-20a,33,0.0702
2002,03 10-20a,36,0.0877
2002,03 10-20a,39,0.1053
2002,03 10-20a,42,0.1053
2002,03 10-20a,45,0.2456
2002,03 10-20a,48,0.5263
2002,03 10-20a,51,0.9123
2002,03 10-20a,54,1.4386
2002,03 10-20a,57,1.9649
2002,03 10-20a,60,2.2456
2002,03 10-20a,63,2.386
2002,03 10-20a,66,2.5263
2002,03 10-20a,69,2.7544
2002,03 10-20a,72,2.9825
2002,03 10-20a,75,3.4386
2002,03 10-20a,78,3.7193
2002,03 10-20a,81,4.0877
2002,03 10-20a,84,4.2632
2002,03 10-20a,87,4.4737
2002,03 10-20a,90,4.7368
2002,03 10-20a,93,4.9298
2002,03 10-20a,96,5.0
2002,03 10-20a,99,5.2105
2002,03 10-20a,102,5.3684
2002,03 10-20a,105,5.5088
2002,03 10-20a,108,5.6491
2002,03 10-20a,111,5.807
2002,03 10-20a,114,5.9474
2002,03 10-20a,117,6.1404
2002,03 10-20a,120,6.2807
2002,04 > 20a,0,0.0
2002,04 > 20a,3,0.0
2002,04 > 20a,6,0.0
2002,04 > 20a,9,0.0
2002,04 > 20a,12,0.0
2002,04 > 20a,15,0.0183
2002,04 > 20a,18,0.0183
2002,04 > 20a,21,0.0183
2002,04 > 20a,24,0.0183
2002,04 > 20a,27,0.0367
2002,04 > 20a,30,0.0367
2002,04 > 20a,33,0.0367
2002,04 > 20a,36,0.0367
2002,04 > 20a,39,0.0367
2002,04 > 20a,42,0.0367
2002,04 > 20a,45,0.0733
2002,04 > 20a,48,0.22
2002,04 > 20a,51,0.275
2002,04 > 20a,54,0.33
2002,04 > 20a,57,0.495
2002,04 > 20a,60,0.5866
2002,04 > 20a,63,0.6233
2002,04 > 20a,66,0.6599
2002,04 > 20a,69,0.6966
2002,04 > 20a,72,0.7699
2002,04 > 20a,75,0.7883
2002,04 > 20a,78,0.8983
2002,04 > 20a,81,0.9349
2002,04 > 20a,84,0.9899
2002,04 > 20a,87,0.9899
2002,04 > 20a,90,1.0449
2002,04 > 20a,93,1.0632
2002,04 > 20a,96,1.0632
2002,04 > 20a,99,1.0999
2002,04 > 20a,102,1.1182
2002,04 > 20a,105,1.1366
2002,04 > 20a,108,1.1549
2002,04 > 20a,111,1.1916
2002,04 > 20a,114,1.1916
2002,04 > 20a,117,1.1916
2002,04 > 20a,120,1.1916
2002,unknown,0,0.0
2002,unknown,3,0.0
2002,unknown,6,0.0
2002,unknown,9,0.0
2002,unknown,12,0.0
2002,unknown,15,0.0
2002,unknown,18,0.0
2002,unknown,21,0.0
2002,unknown,24,0.0
2002,unknown,27,2.8571
2002,unknown,30,2.8571
2002,unknown,33,2.8571
2002,unknown,36,4.2857
2002,unknown,39,4.2857
2002,unknown,42,5.7143
2002,unknown,45,5.7143
2002,unknown,48,7.1429
2002,unknown,51,17.1429
2002,unknown,54,20.0
2002,unknown,57,20.0
2002,unknown,60,21.4286
2002,unknown,63,22.8571
2002,unknown,66,28.5714
2002,unknown,69,30.0
2002,unknown,72,30.0
2002,unknown,75,30.0
2002,unknown,78,31.4286
2002,unknown,81,32.8571
2002,unknown,84,35.7143
2002,unknown,87,58.5714
2002,unknown,90,62.8571
2002,unknown,93,68.5714
2002,unknown,96,71.4286
2002,unknown,99,72.8571
2002,unknown,102,78.5714
2002,unknown,105,81.4286
2002,unknown,108,81.4286
2002,unknown,111,81.4286
2002,unknown,114,81.4286
2002,unknown,117,81.4286
2002,unknown,120,81.4286
2003,01 <= 7a,0,0.0
2003,01 <= 7a,3,0.0
2003,01 <= 7a,6,0.0122
2003,01 <= 7a,9,0.0734
2003,01 <= 7a,12,0.2839
2003,01 <= 7a,15,0.5139
2003,01 <= 7a,18,0.7268
2003,01 <= 7a,21,0.9838
2003,01 <= 7a,24,1.3778
2003,01 <= 7a,27,1.8599
2003,01 <= 7a,30,2.457
2003,01 <= 7a,33,3.2205
2003,01 <= 7a,36,4.1064
2003,01 <= 7a,39,5.0633
2003,01 <= 7a,42,5.9198
2003,01 <= 7a,45,6.7347
2003,01 <= 7a,48,7.3538
2003,01 <= 7a,51,7.9436
2003,01 <= 7a,54,8.5089
2003,01 <= 7a,57,9.2455
2003,01 <= 7a,60,10.0091
2003,01 <= 7a,63,10.8264
2003,01 <= 7a,66,11.519
2003,01 <= 7a,69,12.099
2003,01 <= 7a,72,12.586
2003,01 <= 7a,75,13.0681
2003,01 <= 7a,78,13.5624
2003,01 <= 7a,81,14.069
2003,01 <= 7a,84,14.7444
2003,01 <= 7a,87,15.273
2003,01 <= 7a,90,15.8236
2003,01 <= 7a,93,16.3057
2003,01 <= 7a,96,16.6043
2003,01 <= 7a,99,16.8441
2003,01 <= 7a,102,16.9885
2003,01 <= 7a,105,17.1157
2003,01 <= 7a,108,17.2185
2003,01 <= 7a,111,17.2797
2003,01 <= 7a,114,17.3604
2003,01 <= 7a,117,17.4241
2003,01 <= 7a,120,17.4804
2003,02 7-10a,0,0.0
2003,02 7-10a,3,0.0
2003,02 7-10a,6,0.0
2003,02 7-10a,9,0.0
2003,02 7-10a,12,0.0255
2003,02 7-10a,15,0.0382
2003,02 7-10a,18,0.0637
2003,02 7-10a,21,0.1019
2003,02 7-10a,24,0.1401
2003,02 7-10a,27,0.2547
2003,02 7-10a,30,0.4075
2003,02 7-10a,33,0.5349
2003,02 7-10a,36,0.917
2003,02 7-10a,39,1.8339
2003,02 7-10a,42,2.5089
2003,02 7-10a,45,3.2476
2003,02 7-10a,48,3.5278
2003,02 7-10a,51,3.8334
2003,02 7-10a,54,3.948
2003,02 7-10a,57,4.19
2003,02 7-10a,60,4.4575
2003,02 7-10a,63,4.7504
2003,02 7-10a,66,5.056
2003,02 7-10a,69,5.2343
2003,02 7-10a,72,5.349
2003,02 7-10a,75,5.5018
2003,02 7-10a,78,5.6801
2003,02 7-10a,81,5.8584
2003,02 7-10a,84,6.0367
2003,02 7-10a,87,6.2022
2003,02 7-10a,90,6.3678
2003,02 7-10a,93,6.5079
2003,02 7-10a,96,6.597
2003,02 7-10a,99,6.6862
2003,02 7-10a,102,6.7371
2003,02 7-10a,105,6.8263
2003,02 7-10a,108,6.8645
2003,02 7-10a,111,6.8772
2003,02 7-10a,114,6.89
2003,02 7-10a,117,6.9154
2003,02 7-10a,120,6.9536
2003,03 10-20a,0,0.0
2003,03 10-20a,3,0.0
2003,03 10-20a,6,0.0
2003,03 10-20a,9,0.0
2003,03 10-20a,12,0.0
2003,03 10-20a,15,0.0
2003,03 10-20a,18,0.0
2003,03 10-20a,21,0.0
2003,03 10-20a,24,0.0
2003,03 10-20a,27,0.0
2003,03 10-20a,30,0.0
2003,03 10-20a,33,0.0363
2003,03 10-20a,36,0.1451
2003,03 10-20a,39,0.3989
2003,03 10-20a,42,0.6346
2003,03 10-20a,45,0.7978
2003,03 10-20a,48,0.9791
2003,03 10-20a,51,1.0517
2003,03 10-20a,54,1.1786
2003,03 10-20a,57,1.3418
2003,03 10-20a,60,1.505
2003,03 10-20a,63,1.8495
2003,03 10-20a,66,2.049
2003,03 10-20a,69,2.3391
2003,03 10-20a,72,2.5023
2003,03 10-20a,75,2.6473
2003,03 10-20a,78,2.8649
2003,03 10-20a,81,3.0644
2003,03 10-20a,84,3.2457
2003,03 10-20a,87,3.427
2003,03 10-20a,90,3.6809
2003,03 10-20a,93,3.8441
2003,03 10-20a,96,4.0979
2003,03 10-20a,99,4.2067
2003,03 10-20a,102,4.4062
2003,03 10-20a,105,4.5875
2003,03 10-20a,108,4.7144
2003,03 10-20a,111,4.7325
2003,03 10-20a,114,4.9139
2003,03 10-20a,117,5.0227
2003,03 10-20a,120,5.0408
2003,04 > 20a,0,0.0
2003,04 > 20a,3,0.0
2003,04 > 20a,6,0.0
2003,04 > 20a,9,0.0
2003,04 > 20a,12,0.0
2003,04 > 20a,15,0.0209
2003,04 > 20a,18,0.0209
2003,04 > 20a,21,0.0209
2003,04 > 20a,24,0.0209
2003,04 > 20a,27,0.0209
2003,04 > 20a,30,0.0209
2003,04 > 20a,33,0.0209
2003,04 > 20a,36,0.0209
2003,04 > 20a,39,0.0835
2003,04 > 20a,42,0.0835
2003,04 > 20a,45,0.1879
2003,04 > 20a,48,0.2505
2003,04 > 20a,51,0.2923
2003,04 > 20a,54,0.334
2003,04 > 20a,57,0.3549
2003,04 > 20a,60,0.4593
2003,04 > 20a,63,0.6054
2003,04 > 20a,66,0.7307
2003,04 > 20a,69,0.8142
2003,04 > 20a,72,0.8768
2003,04 > 20a,75,0.8977
2003,04 > 20a,78,0.9812
2003,04 > 20a,81,1.023
2003,04 > 20a,84,1.0647
2003,04 > 20a,87,1.0856
2003,04 > 20a,90,1.1482
2003,04 > 20a,93,1.1482
2003,04 > 20a,96,1.1482
2003,04 > 20a,99,1.2944
2003,04 > 20a,102,1.3152
2003,04 > 20a,105,1.3361
2003,04 > 20a,108,1.357
2003,04 > 20a,111,1.357
2003,04 > 20a,114,1.3987
2003,04 > 20a,117,1.4196
2003,04 > 20a,120,1.4405
2003,unknown,0,0.0
2003,unknown,3,0.0
2003,unknown,6,0.0
2003,unknown,9,0.0
2003,unknown,12,0.0
2003,unknown,15,0.0
2003,unknown,18,3.0303
2003,unknown,21,3.0303
2003,unknown,24,3.0303
2003,unknown,27,3.0303
2003,unknown,30,3.0303
2003,unknown,33,3.0303
2003,unknown,36,4.0404
2003,unknown,39,9.0909
2003,unknown,42,9.0909
2003,unknown,45,10.101
2003,unknown,48,10.101
2003,unknown,51,12.1212
2003,unknown,54,16.1616
2003,unknown,57,16.1616
2003,unknown,60,16.1616
2003,unknown,63,20.202
2003,unknown,66,24.2424
2003,unknown,69,25.2525
2003,unknown,72,26.2626
2003,unknown,75,28.2828
2003,unknown,78,28.2828
2003,unknown,81,30.303
2003,unknown,84,36.3636
2003,unknown,87,61.6162
2003,unknown,90,68.6869
2003,unknown,93,71.7172
2003,unknown,96,71.7172
2003,unknown,99,72.7273
2003,unknown,102,72.7273
2003,unknown,105,72.7273
2003,unknown,108,72.7273
2003,unknown,111,73.7374
2003,unknown,114,74.7475
2003,unknown,117,74.7475
2003,unknown,120,74.7475
2004,01 <= 7a,0,0.0
2004,01 <= 7a,3,0.0
2004,01 <= 7a,6,0.0058
2004,01 <= 7a,9,0.0546
2004,01 <= 7a,12,0.1911
2004,01 <= 7a,15,0.4698
2004,01 <= 7a,18,0.9163
2004,01 <= 7a,21,1.4934
2004,01 <= 7a,24,2.2401
2004,01 <= 7a,27,2.979
2004,01 <= 7a,30,3.7471
2004,01 <= 7a,33,4.5152
2004,01 <= 7a,36,5.1508
2004,01 <= 7a,39,5.8663
2004,01 <= 7a,42,6.6188
2004,01 <= 7a,45,7.5195
2004,01 <= 7a,48,8.5411
2004,01 <= 7a,51,9.5939
2004,01 <= 7a,54,10.4946
2004,01 <= 7a,57,11.253
2004,01 <= 7a,60,11.9607
2004,01 <= 7a,63,12.6333
2004,01 <= 7a,66,13.4755
2004,01 <= 7a,69,14.5283
2004,01 <= 7a,72,15.6025
2004,01 <= 7a,75,16.628
2004,01 <= 7a,78,17.4936
2004,01 <= 7a,81,18.2364
2004,01 <= 7a,84,18.7764
2004,01 <= 7a,87,19.2268
2004,01 <= 7a,90,19.6226
2004,01 <= 7a,93,19.8702
2004,01 <= 7a,96,20.0261
2004,01 <= 7a,99,20.1295
2004,01 <= 7a,102,20.2523
2004,01 <= 7a,105,20.4004
2004,01 <= 7a,108,20.5057
2004,01 <= 7a,111,20.5818
2004,01 <= 7a,114,20.6656
2004,01 <= 7a,117,20.7884
2004,01 <= 7a,120,20.919
2004,02 7-10a,0,0.0
2004,02 7-10a,3,0.0
2004,02 7-10a,6,0.0
2004,02 7-10a,9,0.0
2004,02 7-10a,12,0.0
2004,02 7-10a,15,0.0
2004,02 7-10a,18,0.0346
2004,02 7-10a,21,0.0923
2004,02 7-10a,24,0.3347
2004,02 7-10a,27,0.6232
2004,02 7-10a,30,0.8771
2004,02 7-10a,33,1.2002
2004,02 7-10a,36,1.5811
2004,02 7-10a,39,1.9504
2004,02 7-10a,42,2.1927
2004,02 7-10a,45,2.4005
2004,02 7-10a,48,2.7698
2004,02 7-10a,51,3.2429
2004,02 7-10a,54,3.7392
2004,02 7-10a,57,4.0739
2004,02 7-10a,60,4.2585
2004,02 7-10a,63,4.397
2004,02 7-10a,66,4.5817
2004,02 7-10a,69,4.6855
2004,02 7-10a,72,4.8586
2004,02 7-10a,75,4.9971
2004,02 7-10a,78,5.1818
2004,02 7-10a,81,5.3203
2004,02 7-10a,84,5.4934
2004,02 7-10a,87,5.5395
2004,02 7-10a,90,5.6319
2004,02 7-10a,93,5.7588
2004,02 7-10a,96,5.8973
2004,02 7-10a,99,6.0589
2004,02 7-10a,102,6.0935
2004,02 7-10a,105,6.1627
2004,02 7-10a,108,6.1973
2004,02 7-10a,111,6.2435
2004,02 7-10a,114,6.2897
2004,02 7-10a,117,6.3358
2004,02 7-10a,120,6.4051
2004,03 10-20a,0,0.0
2004,03 10-20a,3,0.0
2004,03 10-20a,6,0.0
2004,03 10-20a,9,0.0
2004,03 10-20a,12,0.0
2004,03 10-20a,15,0.0
2004,03 10-20a,18,0.0
2004,03 10-20a,21,0.0
2004,03 10-20a,24,0.0164
2004,03 10-20a,27,0.0493
2004,03 10-20a,30,0.0822
2004,03 10-20a,33,0.1973
2004,03 10-20a,36,0.3123
2004,03 10-20a,39,0.3781
2004,03 10-20a,42,0.5261
2004,03 10-20a,45,0.5918
2004,03 10-20a,48,0.8877
2004,03 10-20a,51,1.1507
2004,03 10-20a,54,1.496
2004,03 10-20a,57,1.8083
2004,03 10-20a,60,2.0549
2004,03 10-20a,63,2.2522
2004,03 10-20a,66,2.4823
2004,03 10-20a,69,2.6467
2004,03 10-20a,72,2.8604
2004,03 10-20a,75,3.0906
2004,03 10-20a,78,3.37
2004,03 10-20a,81,3.6166
2004,03 10-20a,84,3.8139
2004,03 10-20a,87,4.1427
2004,03 10-20a,90,4.4386
2004,03 10-20a,93,4.6194
2004,03 10-20a,96,4.866
2004,03 10-20a,99,5.0797
2004,03 10-20a,102,5.2441
2004,03 10-20a,105,5.5072
2004,03 10-20a,108,5.5893
2004,03 10-20a,111,5.6551
2004,03 10-20a,114,5.7866
2004,03 10-20a,117,5.9181
2004,03 10-20a,120,6.1483
2004,04 > 20a,0,0.0
2004,04 > 20a,3,0.0
2004,04 > 20a,6,0.0
2004,04 > 20a,9,0.0
2004,04 > 20a,12,0.0
2004,04 > 20a,15,0.0
2004,04 > 20a,18,0.0
2004,04 > 20a,21,0.0
2004,04 > 20a,24,0.0195
2004,04 > 20a,27,0.0389
2004,04 > 20a,30,0.0584
2004,04 > 20a,33,0.0779
2004,04 > 20a,36,0.0779
2004,04 > 20a,39,0.0973
2004,04 > 20a,42,0.1363
2004,04 > 20a,45,0.2141
2004,04 > 20a,48,0.2531
2004,04 > 20a,51,0.3309
2004,04 > 20a,54,0.4477
2004,04 > 20a,57,0.5256
2004,04 > 20a,60,0.5645
2004,04 > 20a,63,0.6619
2004,04 > 20a,66,0.7008
2004,04 > 20a,69,0.7981
2004,04 > 20a,72,0.876
2004,04 > 20a,75,0.9149
2004,04 > 20a,78,1.1096
2004,04 > 20a,81,1.2264
2004,04 > 20a,84,1.3237
2004,04 > 20a,87,1.4211
2004,04 > 20a,90,1.46
2004,04 > 20a,93,1.5573
2004,04 > 20a,96,1.5768
2004,04 > 20a,99,1.6547
2004,04 > 20a,102,1.6547
2004,04 > 20a,105,1.6547
2004,04 > 20a,108,1.6547
2004,04 > 20a,111,1.6741
2004,04 > 20a,114,1.6741
2004,04 > 20a,117,1.7131
2004,04 > 20a,120,1.7909
2004,unknown,0,0.0
2004,unknown,3,0.0
2004,unknown,6,0.0
2004,unknown,9,0.0
2004,unknown,12,0.0
2004,unknown,15,0.9524
2004,unknown,18,0.9524
2004,unknown,21,0.9524
2004,unknown,24,0.9524
2004,unknown,27,0.9524
2004,unknown,30,0.9524
2004,unknown,33,0.9524
2004,unknown,36,1.9048
2004,unknown,39,2.8571
2004,unknown,42,3.8095
2004,unknown,45,5.7143
2004,unknown,48,6.6667
2004,unknown,51,6.6667
2004,unknown,54,6.6667
2004,unknown,57,6.6667
2004,unknown,60,6.6667
2004,unknown,63,17.1429
2004,unknown,66,18.0952
2004,unknown,69,22.8571
2004,unknown,72,23.8095
2004,unknown,75,24.7619
2004,unknown,78,25.7143
2004,unknown,81,27.619
2004,unknown,84,32.381
2004,unknown,87,54.2857
2004,unknown,90,56.1905
2004,unknown,93,59.0476
2004,unknown,96,60.0
2004,unknown,99,60.0
2004,unknown,102,60.0
2004,unknown,105,60.0
2004,unknown,108,60.0
2004,unknown,111,60.9524
2004,unknown,114,60.9524
2004,unknown,117,61.9048
2004,unknown,120,63.8095
2005,01 <= 7a,0,0.0
2005,01 <= 7a,3,0.0
2005,01 <= 7a,6,0.0016
2005,01 <= 7a,9,0.0457
2005,01 <= 7a,12,0.2618
2005,01 <= 7a,15,0.6861
2005,01 <= 7a,18,1.2587
2005,01 <= 7a,21,1.8754
2005,01 <= 7a,24,2.4779
